OrderID,OrderDate,Region,Product,Customer,SalesRep,Quantity,UnitPrice
1054,12/08/2025, north,Bluetooth Speaker,Customer 22,Meena,3,1865.08
1028,23-08-2025,South,Mechanical Keyboard,Customer 14,Suresh,5,542.24
1206,01-05-2025,South,bluetooth  speaker,Customer 20,Priya,3,2000.01
1049,16/09/2025,west,USB-C Cable,Customer 48,Divya,,839.23
1350,16/09/2025,South, webcam hd,Customer 2,Priya,2,1017.79
1020,28-01-2025, north,Bluetooth Speaker,Customer 47,Karthik,2,468.22
1293,09/19/2025,east ,Mechanical Keyboard,Customer 21,Divya,0,2104.24
1176,09/15/2025,east ,USB-C Cable,Customer 43,Suresh,0,853.74
1335,02/01/2025,South,Laptop Stand,Customer 53,Meena,0,
1379,04-04-2025,,Bluetooth Speaker,Customer 30,Karthik,3,2139.2
1033,18-03-2025,South ,Webcam HD,Customer 36,Priya,3,453.27
1171,2025-03-31,WEST,wireless mouse ,Customer 13,Priya,4,2995.41
1007,25/08/2025,north, webcam hd,Customer 45,Suresh,4,1928.75
1318,2025-09-15,East,Laptop Stand,Customer 12,Arun,2,1414.76
1324,2025-02-07,East,Webcam HD,Customer 7,Karthik,5,740.9
1106,2025-07-15,South, webcam hd,Customer 15,Divya,1,1614.19
1097,04/05/2025,east ,usb-c cable,Customer 30,Meena,5,
1110,22/04/2025,west,usb-c cable,Customer 55,Karthik,2,1945.96
1360,2025-04-04,South,usb-c cable,Customer 23,Priya,5,1056.56
1069,04/05/2025,WEST,Desk Lamp,Customer 31,Karthik,0,3013.78
1346,09-09-2025,WEST,USB-C Cable,Customer 20,Meena,,3194.43
1129,29-01-2025,WEST,Laptop Stand,Customer 14,Priya,5,
1316,2025-05-06,west,Bluetooth Speaker,Customer 57,Suresh,,274.35
1258,2025-02-23,East,wireless mouse ,Customer 8,Meena,3,768.94
1322,23-04-2025,west,Wireless Mouse,Customer 22,Suresh,4,2777.37
1150,10-07-2025,South,Laptop Stand,Customer 6,Priya,5,1079.98
1337,07/18/2025,South ,Bluetooth Speaker,Customer 24,Priya,,284.85
1026,21-01-2025,East, webcam hd,Customer 38,Suresh,-1,868.47
1398,2025-03-24,north,USB-C Cable,Customer 54,Arun,5,
1093,23-07-2025,South , webcam hd,Customer 55,Suresh,3,819.26
1148,04/30/2025,north,bluetooth  speaker,Customer 58,Priya,2,2177.76
1119,21/04/2025,west,usb-c cable,Customer 27,Karthik,,982.21
1138,20-01-2025,South ,Laptop Stand,Customer 5,Meena,2,1527.21
1169,08/17/2025,north,Desk Lamp,Customer 59,Divya,4,277.22
1363,29/07/2025,east ,Laptop stand ,Customer 56,Meena,3,2747.57
1202,09/10/2025,west,Laptop Stand,Customer 13,Arun,2,522.07
1147,26/03/2025, north,Bluetooth Speaker,Customer 24,Meena,4,1021.1
1277,08/07/2025,west,Laptop stand ,Customer 38,Arun,2,2187.77
1256,2025-07-24,East,wireless mouse ,Customer 1,Arun,5,500.07
1131,22/01/2025, north,bluetooth  speaker,Customer 59,Arun,2,1477.8
1249,04/01/2025,South ,Webcam HD,Customer 25,Karthik,,787.91
1152,25-04-2025,South ,wireless mouse ,Customer 54,Meena,2,
1362,14-09-2025,East,Mechanical Keyboard,Customer 20,Divya,1,3211.47
